bodypart,Modality,Laterality,RecID,Recommendable
Abd/Pelv 3rd Order Arteries,US - Duplex,Unspecified,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US • Transcranial,Bilateral,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US • Transcranial,Left,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US • Transcranial,Right,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US • Transcranial,Unilateral,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US • Transcranial,Unspecified,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US • Transrectal,Bilateral,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US • Transrectal,Left,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US • Transrectal,Right,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US • Transrectal,Unilateral,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US • Transrectal,Unspecified,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US Duplex,Bilateral,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US Duplex,Left,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US Duplex,Right,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US Duplex,Unilateral,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,US Duplex,Unspecified,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,Vascular Lab,Bilateral,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,Vascular Lab,Left,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,Vascular Lab,Right,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,Vascular Lab,Unilateral,6753,US Abdomen Vasculature
Abd/Pelv 3rd Order Arteries,Vascular Lab,Unspecified,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,Calcium Scoring,Bilateral,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,Calcium Scoring,Left,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,Calcium Scoring,Right,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,Calcium Scoring,Unilateral,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,Calcium Scoring,Unspecified,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,Conventional Tomography,Bilateral,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,Conventional Tomography,Left,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,Conventional Tomography,Right,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,Conventional Tomography,Unilateral,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,Conventional Tomography,Unspecified,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,CT,Bilateral,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,CT,Left,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,CT,Right,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,CT,Unilateral,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,CT,Unspecified,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,CTA,Bilateral,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,CTA,Left,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,CTA,Right,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,CTA,Unilateral,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,CTA,Unspecified,6451,CTA Abdomen Pelvis
Abd/Pelv Additional Arteries,MR,Bilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MR,Left,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MR,Right,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MR,Unilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MR,Unspecified,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRA,Bilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRA,Left,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRA,Right,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRA,Unilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRA,Unspecified,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI,Bilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI,Left,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI,Right,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI,Unilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI,Unspecified,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI - Flow Mapping,Bilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI - Flow Mapping,Left,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI - Flow Mapping,Right,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI - Flow Mapping,Unilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI - Flow Mapping,Unspecified,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI - Functional,Bilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI - Functional,Left,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI - Functional,Right,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI - Functional,Unilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,MRI - Functional,Unspecified,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,Spectroscopy,Bilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,Spectroscopy,Left,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,Spectroscopy,Right,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,Spectroscopy,Unilateral,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,Spectroscopy,Unspecified,6367,MRA Abdomen Pelvis
Abd/Pelv Additional Arteries,US,Bilateral,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US,Left,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US,Right,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US,Unilateral,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US,Unspecified,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US - Duplex,Bilateral,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US - Duplex,Left,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US - Duplex,Right,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US - Duplex,Unilateral,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US - Duplex,Unspecified,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US • Transcranial,Bilateral,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US • Transcranial,Left,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US • Transcranial,Right,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US • Transcranial,Unilateral,6753,US Abdomen Vasculature
Abd/Pelv Additional Arteries,US • Transcranial,Unspecified,6753,US Abdomen Vasculature
